date,Country,Moughataa/Department,Commune/Municipality,z_gpp,biomass_category
2020-01-01 00:00:00,Mauritania,Aioun,Aioun,"-2,01",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Aioun,Bennemane,"-2,07",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Aioun,Doueirare,"-2,03",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Aioun,Egjert,"-1,77",2. High decrease
2020-01-01 00:00:00,Mauritania,Aioun,N'Savenni,"-0,80",3. Low decrease
2020-01-01 00:00:00,Mauritania,Aioun,Oum Lahyadh,"-0,78",3. Low decrease
2020-01-01 00:00:00,Mauritania,Aioun,Tinhemmad,"-2,47",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Akjoujt,Akjoujt,"-0,21",3. Low decrease
2020-01-01 00:00:00,Mauritania,Akjoujt,Akjoujt 2,"-0,22",3. Low decrease
2020-01-01 00:00:00,Mauritania,Akjoujt,Bennechab,"-0,26",3. Low decrease
2020-01-01 00:00:00,Mauritania,Aleg,Agchourguit,"-0,76",3. Low decrease
2020-01-01 00:00:00,Mauritania,Aleg,Aleg,"-1,87",2. High decrease
2020-01-01 00:00:00,Mauritania,Aleg,Bouhdide,"-1,55",2. High decrease
2020-01-01 00:00:00,Mauritania,Aleg,Cheggar,"-0,76",3. Low decrease
2020-01-01 00:00:00,Mauritania,Aleg,Djellewar,"-0,77",3. Low decrease
2020-01-01 00:00:00,Mauritania,Aleg,Male,"-0,79",3. Low decrease
2020-01-01 00:00:00,Mauritania,Amourj,Adel Bagrou,"-1,55",2. High decrease
2020-01-01 00:00:00,Mauritania,Amourj,Amourj,"-1,70",2. High decrease
2020-01-01 00:00:00,Mauritania,Amourj,Bougadoum,"-1,77",2. High decrease
2020-01-01 00:00:00,Mauritania,Aoujeft,Aoujeft,"-0,76",3. Low decrease
2020-01-01 00:00:00,Mauritania,Aoujeft,Aoujeft 2,"-0,18",3. Low decrease
2020-01-01 00:00:00,Mauritania,Aoujeft,El Meddah,"-0,20",3. Low decrease
2020-01-01 00:00:00,Mauritania,Aoujeft,Maeden,"-0,20",3. Low decrease
2020-01-01 00:00:00,Mauritania,Aoujeft,N'Teirguent,"-0,14",3. Low decrease
2020-01-01 00:00:00,Mauritania,Atar,Ain Ehel Taya,"-0,21",3. Low decrease
2020-01-01 00:00:00,Mauritania,Atar,Atar,"-0,22",3. Low decrease
2020-01-01 00:00:00,Mauritania,Atar,Choum,"-0,22",3. Low decrease
2020-01-01 00:00:00,Mauritania,Atar,Tawaz,"-0,22",3. Low decrease
2020-01-01 00:00:00,Mauritania,Bababé,Aere M'bar,"-2,02",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Bababé,Bababe,"-1,66",2. High decrease
2020-01-01 00:00:00,Mauritania,Bababé,El Varae,"-1,69",2. High decrease
2020-01-01 00:00:00,Mauritania,Barkéol,Barkeol,"-0,75",3. Low decrease
2020-01-01 00:00:00,Mauritania,Barkéol,Boulahrath,"-0,80",3. Low decrease
2020-01-01 00:00:00,Mauritania,Barkéol,Daghveg,"-0,80",3. Low decrease
2020-01-01 00:00:00,Mauritania,Barkéol,El Ghabra,"-0,80",3. Low decrease
2020-01-01 00:00:00,Mauritania,Barkéol,Gueller,"-0,79",3. Low decrease
2020-01-01 00:00:00,Mauritania,Barkéol,Laoueissi,"-0,80",3. Low decrease
2020-01-01 00:00:00,Mauritania,Barkéol,Lebheir,"-0,80",3. Low decrease
2020-01-01 00:00:00,Mauritania,Barkéol,Rdheidhie,"-0,80",3. Low decrease
2020-01-01 00:00:00,Mauritania,Bassikounou,Bassikounou,"-1,97",2. High decrease
2020-01-01 00:00:00,Mauritania,Bassikounou,Dhar,"-0,77",3. Low decrease
2020-01-01 00:00:00,Mauritania,Bassikounou,El Megve,"-2,03",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Bassikounou,Fassala,"-1,99",2. High decrease
2020-01-01 00:00:00,Mauritania,Bir Moghrein,Bir Mogrein,"-0,33",3. Low decrease
2020-01-01 00:00:00,Mauritania,Bir Moghrein,Bir Mogrein 2,"-0,26",3. Low decrease
2020-01-01 00:00:00,Mauritania,Boghé,Boghe,"-2,03",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Boghé,Boghe 2,"-2,04",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Boghé,Dar El Avia,"-1,68",2. High decrease
2020-01-01 00:00:00,Mauritania,Boghé,Dar El Barka,"-1,76",2. High decrease
2020-01-01 00:00:00,Mauritania,Boghé,Wel Birem,"-1,62",2. High decrease
2020-01-01 00:00:00,Mauritania,Boumdeid,Boumdeid,"-0,80",3. Low decrease
2020-01-01 00:00:00,Mauritania,Boumdeid,Boumdeid 2,"-0,14",3. Low decrease
2020-01-01 00:00:00,Mauritania,Boumdeid,Hsey Tine,"-0,77",3. Low decrease
2020-01-01 00:00:00,Mauritania,Boumdeid,Leftah,"-0,81",3. Low decrease
2020-01-01 00:00:00,Mauritania,Boutilimit,Ajweir,"-0,75",3. Low decrease
2020-01-01 00:00:00,Mauritania,Boutilimit,Boutilimit,"-0,27",3. Low decrease
2020-01-01 00:00:00,Mauritania,Boutilimit,Boutilimit 2,"-0,17",3. Low decrease
2020-01-01 00:00:00,Mauritania,Boutilimit,El Mouyessar,"-0,27",3. Low decrease
2020-01-01 00:00:00,Mauritania,Boutilimit,Elb Adress,"-0,73",3. Low decrease
2020-01-01 00:00:00,Mauritania,Boutilimit,Nebaghiye,"-0,75",3. Low decrease
2020-01-01 00:00:00,Mauritania,Boutilimit,N'Teichet,"-0,76",3. Low decrease
2020-01-01 00:00:00,Mauritania,Boutilimit,Tenghadej,"-0,29",3. Low decrease
2020-01-01 00:00:00,Mauritania,Chinguetti,Ain Savra,"-0,17",3. Low decrease
2020-01-01 00:00:00,Mauritania,Chinguetti,Chinguity,"-0,21",3. Low decrease
2020-01-01 00:00:00,Mauritania,Chinguetti,Chinguity 3,"-0,18",3. Low decrease
2020-01-01 00:00:00,Mauritania,Chinguetti,Ouadane,"-0,21",3. Low decrease
2020-01-01 00:00:00,Mauritania,Chinguetti,Ouadane 2,"-0,78",3. Low decrease
2020-01-01 00:00:00,Mauritania,Djiguenni,Aoueinat Ezbel,"-1,79",2. High decrease
2020-01-01 00:00:00,Mauritania,Djiguenni,Beneamane,"-1,99",2. High decrease
2020-01-01 00:00:00,Mauritania,Djiguenni,Djigueni,"-2,45",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Djiguenni,Feirenni,"-2,11",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Djiguenni,Ghlig Ehel Beye,"-1,84",2. High decrease
2020-01-01 00:00:00,Mauritania,Djiguenni,Kasr El Barka,"-2,39",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Djiguenni,Mabrouk,"-2,33",1. Very high decrease
2020-01-01 00:00:00,Mauritania,F'Dérik,Fderik,"-0,26",3. Low decrease
2020-01-01 00:00:00,Mauritania,F'Dérik,Fderik 2,"-0,78",3. Low decrease
2020-01-01 00:00:00,Mauritania,Guérou,El Ghayra,"-0,79",3. Low decrease
2020-01-01 00:00:00,Mauritania,Guérou,Guerou,"-2,02",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Guérou,Guerrou 2,"-1,65",2. High decrease
2020-01-01 00:00:00,Mauritania,Guérou,Kamour,"-0,79",3. Low decrease
2020-01-01 00:00:00,Mauritania,Guérou,Oudei J'rid,"-0,79",3. Low decrease
2020-01-01 00:00:00,Mauritania,Kaédi,Djewol,"-2,45",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Kaédi,Ganki,"-1,87",2. High decrease
2020-01-01 00:00:00,Mauritania,Kaédi,Kaedi,"-2,27",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Kaédi,Lexeiba,"-2,48",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Kaédi,Nere Walo,"-1,52",2. High decrease
2020-01-01 00:00:00,Mauritania,Kaédi,Tifonde Cive,"-2,24",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Kaédi,Toghomadi,"-2,59",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Kankossa,Blajmil,"-2,33",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Kankossa,Hamed,"-2,67",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Kankossa,Kankossa,"-2,34",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Kankossa,Sani,"-2,14",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Kankossa,Tenaha,"-2,41",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Keur-Macéne,Keur Macene,"-1,27",2. High decrease
2020-01-01 00:00:00,Mauritania,Keur-Macéne,M'Balal,"-1,24",2. High decrease
2020-01-01 00:00:00,Mauritania,Keur-Macéne,N'Diago,"-1,06",2. High decrease
2020-01-01 00:00:00,Mauritania,Kiffa,Eghaourat,"-2,50",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Kiffa,El Melgue,"-2,58",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Kiffa,Kiffa,"-2,58",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Kiffa,Kouroudjel,"-2,14",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Kiffa,Legrane,"-2,29",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Kiffa,Nouamlein,"-0,78",3. Low decrease
2020-01-01 00:00:00,Mauritania,Kobenni,Gogui Zemmal,"-2,35",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Kobenni,Hassi Ehel Ahmed Bechne,"-2,42",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Kobenni,Kobenni,"-2,44",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Kobenni,Leghlig,"-2,40",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Kobenni,Medbougou,"-2,45",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Kobenni,Timzine,"-2,32",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Kobenni,Voulaniya,"-2,42",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Maghama,Beilouguet Litam,"-2,39",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Maghama,Dao,"-2,25",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Maghama,Dolol Cive,"-2,17",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Maghama,Maghama,"-2,01",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Maghama,Sagne,"-1,77",2. High decrease
2020-01-01 00:00:00,Mauritania,Maghama,Toulel,"-1,89",2. High decrease
2020-01-01 00:00:00,Mauritania,Maghama,Vrae Litam,"-2,24",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Maghama,Wali Djantang,"-2,08",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Magta-Lahar,Djonabe,"-0,78",3. Low decrease
2020-01-01 00:00:00,Mauritania,Magta-Lahar,Maghta Lahjar,"-0,78",3. Low decrease
2020-01-01 00:00:00,Mauritania,Magta-Lahar,Maghta Lahjar 2,"-0,19",3. Low decrease
2020-01-01 00:00:00,Mauritania,Magta-Lahar,Ouad Amour,"-0,81",3. Low decrease
2020-01-01 00:00:00,Mauritania,Magta-Lahar,Sangrava,"-0,79",3. Low decrease
2020-01-01 00:00:00,Mauritania,M'Bagne,Bagodine,"-1,63",2. High decrease
2020-01-01 00:00:00,Mauritania,M'Bagne,Debay El Hejaj,"-1,92",2. High decrease
2020-01-01 00:00:00,Mauritania,M'Bagne,Mbagne,"-1,79",2. High decrease
2020-01-01 00:00:00,Mauritania,M'Bagne,Niabina,"-1,78",2. High decrease
2020-01-01 00:00:00,Mauritania,M'Bout,Chelkhet Tiyab,"-1,96",2. High decrease
2020-01-01 00:00:00,Mauritania,M'Bout,Edebaye Ehel Guelaye,"-1,87",2. High decrease
2020-01-01 00:00:00,Mauritania,M'Bout,Foum Gleita,"-2,02",1. Very high decrease
2020-01-01 00:00:00,Mauritania,M'Bout,Lahrach,"-0,77",3. Low decrease
2020-01-01 00:00:00,Mauritania,M'Bout,Mbout,"-1,87",2. High decrease
2020-01-01 00:00:00,Mauritania,M'Bout,N'Djadjbenni,"-1,89",2. High decrease
2020-01-01 00:00:00,Mauritania,M'Bout,Souva,"-1,72",2. High decrease
2020-01-01 00:00:00,Mauritania,M'Bout,Tarengue,"-0,77",3. Low decrease
2020-01-01 00:00:00,Mauritania,M'Bout,Tikobra,"-0,78",3. Low decrease
2020-01-01 00:00:00,Mauritania,Méderdra,Beir Etaouress,"-1,56",2. High decrease
2020-01-01 00:00:00,Mauritania,Méderdra,El Khat,"-1,58",2. High decrease
2020-01-01 00:00:00,Mauritania,Méderdra,Mederdra,"-1,88",2. High decrease
2020-01-01 00:00:00,Mauritania,Méderdra,Taguilalet,"-1,53",2. High decrease
2020-01-01 00:00:00,Mauritania,Méderdra,Tiguent,"-0,75",3. Low decrease
2020-01-01 00:00:00,Mauritania,Monguel,Azgueilem Tiyab,"-2,35",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Monguel,Bathet Moit,"-1,86",2. High decrease
2020-01-01 00:00:00,Mauritania,Monguel,Bokhol,"-2,36",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Monguel,Melzem Teichet,"-2,09",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Monguel,Monguel,"-2,41",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Moudjéria,Moudjeria,"-0,13",3. Low decrease
2020-01-01 00:00:00,Mauritania,Moudjéria,N'Beika,"-0,78",3. Low decrease
2020-01-01 00:00:00,Mauritania,Moudjéria,Soudoud,"-0,80",3. Low decrease
2020-01-01 00:00:00,Mauritania,Néma,Achemime,"-0,72",3. Low decrease
2020-01-01 00:00:00,Mauritania,Néma,Agoueinit,"-0,73",3. Low decrease
2020-01-01 00:00:00,Mauritania,Néma,Bangou,"-1,40",2. High decrease
2020-01-01 00:00:00,Mauritania,Néma,Beribavat,"-1,75",2. High decrease
2020-01-01 00:00:00,Mauritania,Néma,El Mabrouk,"-1,55",2. High decrease
2020-01-01 00:00:00,Mauritania,Néma,Hassi Atile,"-1,57",2. High decrease
2020-01-01 00:00:00,Mauritania,Néma,Jreif,"-0,75",3. Low decrease
2020-01-01 00:00:00,Mauritania,Néma,Nema,"-1,92",2. High decrease
2020-01-01 00:00:00,Mauritania,Néma,Noual,"-1,96",2. High decrease
2020-01-01 00:00:00,Mauritania,Néma,Oum Avnadech,"-2,15",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Nouadhibou,Boulenouar,"-0,78",3. Low decrease
2020-01-01 00:00:00,Mauritania,Nouadhibou,Inal,"-0,27",3. Low decrease
2020-01-01 00:00:00,Mauritania,Nouadhibou,Nouadhibou,"-0,80",3. Low decrease
2020-01-01 00:00:00,Mauritania,Nouadhibou,Nouamghar,"-1,13",3. Low decrease
2020-01-01 00:00:00,Mauritania,Nouadhibou,Tmeimichat,"-0,24",3. Low decrease
2020-01-01 00:00:00,Mauritania,Nouakchott,Arafat,"-0,29",3. Low decrease
2020-01-01 00:00:00,Mauritania,Nouakchott,Dar Naim,"-0,29",3. Low decrease
2020-01-01 00:00:00,Mauritania,Nouakchott,El Mina,"-0,29",3. Low decrease
2020-01-01 00:00:00,Mauritania,Nouakchott,Ksar,"-0,33",3. Low decrease
2020-01-01 00:00:00,Mauritania,Nouakchott,Ryad,"-0,32",3. Low decrease
2020-01-01 00:00:00,Mauritania,Nouakchott,Sebkha,"-0,33",3. Low decrease
2020-01-01 00:00:00,Mauritania,Nouakchott,Tevragh Zeina,"-0,33",3. Low decrease
2020-01-01 00:00:00,Mauritania,Nouakchott,Teyaret,"-0,33",3. Low decrease
2020-01-01 00:00:00,Mauritania,Nouakchott,Toujounine,"-0,33",3. Low decrease
2020-01-01 00:00:00,Mauritania,Ouadane,Oualata,"-0,16",3. Low decrease
2020-01-01 00:00:00,Mauritania,Ouadane,Oualata 2,"-0,79",3. Low decrease
2020-01-01 00:00:00,Mauritania,Ouad-Naga,Aouleygat,"-0,73",3. Low decrease
2020-01-01 00:00:00,Mauritania,Ouad-Naga,El Ariya,"-0,78",3. Low decrease
2020-01-01 00:00:00,Mauritania,Ouad-Naga,Ouad Naga,"-0,29",3. Low decrease
2020-01-01 00:00:00,Mauritania,Ouad-Naga,Ouad Naga 2,"-0,80",3. Low decrease
2020-01-01 00:00:00,Mauritania,Ould Yengé,Bouanze,"-1,90",2. High decrease
2020-01-01 00:00:00,Mauritania,Ould Yengé,Davoue,"-2,24",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Ould Yengé,Lebouly,"-1,93",2. High decrease
2020-01-01 00:00:00,Mauritania,Ould Yengé,Lehraj,"-2,43",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Ould Yengé,Leweinat,"-2,63",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Ould Yengé,Ould Yenge,"-1,87",2. High decrease
2020-01-01 00:00:00,Mauritania,Ould Yengé,Tektake,"-2,66",1. Very high decrease
2020-01-01 00:00:00,Mauritania,R'Kiz,Bareina,"-1,44",2. High decrease
2020-01-01 00:00:00,Mauritania,R'Kiz,Boutalhaya,"-1,85",2. High decrease
2020-01-01 00:00:00,Mauritania,R'Kiz,Lexeiba,"-1,75",2. High decrease
2020-01-01 00:00:00,Mauritania,R'Kiz,RKiz,"-1,73",2. High decrease
2020-01-01 00:00:00,Mauritania,R'Kiz,Tekane,"-1,60",2. High decrease
2020-01-01 00:00:00,Mauritania,Rosso,Jedrel Mohguen,"-1,68",2. High decrease
2020-01-01 00:00:00,Mauritania,Rosso,Rosso,"-1,64",2. High decrease
2020-01-01 00:00:00,Mauritania,Sélibaby,Arr,"-1,79",2. High decrease
2020-01-01 00:00:00,Mauritania,Sélibaby,Baydiam,"-1,54",2. High decrease
2020-01-01 00:00:00,Mauritania,Sélibaby,Ejar,"-1,65",2. High decrease
2020-01-01 00:00:00,Mauritania,Sélibaby,Ghabou,"-1,73",2. High decrease
2020-01-01 00:00:00,Mauritania,Sélibaby,Gouraye,"-1,62",2. High decrease
2020-01-01 00:00:00,Mauritania,Sélibaby,Hassi Cheggar,"-1,99",2. High decrease
2020-01-01 00:00:00,Mauritania,Sélibaby,Ould M'bonny,"-1,88",2. High decrease
2020-01-01 00:00:00,Mauritania,Sélibaby,Selibaby,"-1,80",2. High decrease
2020-01-01 00:00:00,Mauritania,Sélibaby,Souvi,"-2,11",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Sélibaby,Tachout,"-2,08",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Sélibaby,Wompou,"-1,85",2. High decrease
2020-01-01 00:00:00,Mauritania,Tamchakett,Guaet Teidouma,"-1,77",2. High decrease
2020-01-01 00:00:00,Mauritania,Tamchakett,Mabrouk,"-0,76",3. Low decrease
2020-01-01 00:00:00,Mauritania,Tamchakett,Radhi,"-1,85",2. High decrease
2020-01-01 00:00:00,Mauritania,Tamchakett,Sava,"-0,78",3. Low decrease
2020-01-01 00:00:00,Mauritania,Tamchakett,Tamchekett,"-0,76",3. Low decrease
2020-01-01 00:00:00,Mauritania,Tichitt,Lekhcheb,"-0,14",3. Low decrease
2020-01-01 00:00:00,Mauritania,Tichitt,Tichitt,"-0,13",3. Low decrease
2020-01-01 00:00:00,Mauritania,Tichitt,Tichitt 2,"-0,13",3. Low decrease
2020-01-01 00:00:00,Mauritania,Tidjikja,Boubacar Ben Amer,"-0,80",3. Low decrease
2020-01-01 00:00:00,Mauritania,Tidjikja,El Wahat,"-0,15",3. Low decrease
2020-01-01 00:00:00,Mauritania,Tidjikja,Lehsira,"-0,78",3. Low decrease
2020-01-01 00:00:00,Mauritania,Tidjikja,Tensigh,"-0,80",3. Low decrease
2020-01-01 00:00:00,Mauritania,Tidjikja,Tidjikja,"-0,22",3. Low decrease
2020-01-01 00:00:00,Mauritania,Tidjikja,Tidjikja 2,"-0,19",3. Low decrease
2020-01-01 00:00:00,Mauritania,Timbédra,Bousteile,"-2,24",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Timbédra,Hassi M'Hadi,"-2,16",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Timbédra,Koumbi Saleh,"-2,17",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Timbédra,Tembedgha,"-2,26",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Timbédra,Touil,"-2,04",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Tintane,Agharghar,"-2,00",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Tintane,Ain Varba,"-2,41",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Tintane,Aweinatt,"-2,52",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Tintane,Devaa,"-2,16",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Tintane,Hassi Abdalla,"-2,46",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Tintane,Lehreijatt,"-2,22",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Tintane,Tintane,"-2,48",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Tintane,Twil,"-2,54",1. Very high decrease
2020-01-01 00:00:00,Mauritania,Zouérate,Zoueirat,"-0,80",3. Low decrease
2020-01-01 00:00:00,Senegal,Bakel,Bélé,"-1,34",2. High decrease
2020-01-01 00:00:00,Senegal,Bakel,Kéniéba,"-1,04",2. High decrease
2020-01-01 00:00:00,Senegal,Bakel,Moudéry,"-1,62",2. High decrease
2020-01-01 00:00:00,Senegal,Bambey,Baba Garage,"-0,97",3. Low decrease
2020-01-01 00:00:00,Senegal,Bambey,Lambaye,"-0,88",3. Low decrease
2020-01-01 00:00:00,Senegal,Bambey,Ngoye,"-0,80",3. Low decrease
2020-01-01 00:00:00,Senegal,Bignona,Kataba 1,"-0,99",3. Low decrease
2020-01-01 00:00:00,Senegal,Bignona,Sindian,"-0,79",3. Low decrease
2020-01-01 00:00:00,Senegal,Bignona,Tendouck,"-0,87",3. Low decrease
2020-01-01 00:00:00,Senegal,Bignona,Tenghory,"-0,84",3. Low decrease
2020-01-01 00:00:00,Senegal,Birkelane,Keur Mboucki,"-0,81",3. Low decrease
2020-01-01 00:00:00,Senegal,Birkelane,Mabo,"-0,73",3. Low decrease
2020-01-01 00:00:00,Senegal,Bounkiling,Boghal,"-0,74",3. Low decrease
2020-01-01 00:00:00,Senegal,Bounkiling,Bona,"-0,74",3. Low decrease
2020-01-01 00:00:00,Senegal,Bounkiling,Diaroumé,"-0,72",3. Low decrease
2020-01-01 00:00:00,Senegal,Dagana,Mbane,"-1,51",2. High decrease
2020-01-01 00:00:00,Senegal,Dagana,Ndiaye,"-1,53",2. High decrease
2020-01-01 00:00:00,Senegal,Diourbel,Ndindy,"-0,79",3. Low decrease
2020-01-01 00:00:00,Senegal,Diourbel,Ndoulo,"-0,73",3. Low decrease
2020-01-01 00:00:00,Senegal,d'Oussouye,Kabrousse,"-0,83",3. Low decrease
2020-01-01 00:00:00,Senegal,d'Oussouye,Loudia Ouoloff,"-0,91",3. Low decrease
2020-01-01 00:00:00,Senegal,Fatick,Diakhao,"-0,97",3. Low decrease
2020-01-01 00:00:00,Senegal,Fatick,Fimela,"-0,88",3. Low decrease
2020-01-01 00:00:00,Senegal,Fatick,Niakhar,"-0,96",3. Low decrease
2020-01-01 00:00:00,Senegal,Fatick,Tattaguine,"-0,94",3. Low decrease
2020-01-01 00:00:00,Senegal,Foundiougne,Djilor,"-0,81",3. Low decrease
2020-01-01 00:00:00,Senegal,Foundiougne,Niodior,"-1,16",2. High decrease
2020-01-01 00:00:00,Senegal,Foundiougne,Toubacouta,"-0,80",3. Low decrease
2020-01-01 00:00:00,Senegal,Gossas,Colobane,"-0,99",3. Low decrease
2020-01-01 00:00:00,Senegal,Gossas,Ouadiour,"-0,97",3. Low decrease
2020-01-01 00:00:00,Senegal,Goudiry,Bala,"-0,65",3. Low decrease
2020-01-01 00:00:00,Senegal,Goudiry,Boynguel Bamba,"-1,34",2. High decrease
2020-01-01 00:00:00,Senegal,Goudiry,Dianké Makha,"-0,64",3. Low decrease
2020-01-01 00:00:00,Senegal,Goudiry,Koulor,"-1,10",2. High decrease
2020-01-01 00:00:00,Senegal,Goudomp,Djibanar,"-0,85",3. Low decrease
2020-01-01 00:00:00,Senegal,Goudomp,Karantaba,"-0,75",3. Low decrease
2020-01-01 00:00:00,Senegal,Goudomp,Simbandi Brassou,"-0,80",3. Low decrease
2020-01-01 00:00:00,Senegal,Guediawaye,Wakhinane Nimzatt,"-0,75",3. Low decrease
2020-01-01 00:00:00,Senegal,Guinguinéo,Mbadakhoune,"-0,94",3. Low decrease
2020-01-01 00:00:00,Senegal,Guinguinéo,Nguélou,"-0,98",3. Low decrease
2020-01-01 00:00:00,Senegal,Kaffrine,Gniby,"-0,97",3. Low decrease
2020-01-01 00:00:00,Senegal,Kaffrine,Katakel,"-0,70",3. Low decrease
2020-01-01 00:00:00,Senegal,Kanel,Orkadiere,"-1,61",2. High decrease
2020-01-01 00:00:00,Senegal,Kanel,Wouro Sidy,"-1,58",2. High decrease
2020-01-01 00:00:00,Senegal,Kaolack,Koumbal,"-0,75",3. Low decrease
2020-01-01 00:00:00,Senegal,Kaolack,Ndiédieng,"-0,76",3. Low decrease
2020-01-01 00:00:00,Senegal,Kaolack,Sibassor,"-0,93",3. Low decrease
2020-01-01 00:00:00,Senegal,Kebémer,Darou Mousty,"-1,13",2. High decrease
2020-01-01 00:00:00,Senegal,Kebémer,Ndande,"-1,29",2. High decrease
2020-01-01 00:00:00,Senegal,Kebémer,Sagatta Gueth,"-1,23",2. High decrease
2020-01-01 00:00:00,Senegal,Kédougou,Bandafassi,"-0,53",3. Low decrease
2020-01-01 00:00:00,Senegal,Kédougou,Fongolembi,"-0,59",3. Low decrease
2020-01-01 00:00:00,Senegal,Keur Massar,Jaxaay,"-0,85",3. Low decrease
2020-01-01 00:00:00,Senegal,Keur Massar,Malika,"-0,84",3. Low decrease
2020-01-01 00:00:00,Senegal,Keur Massar,Yeumbeul,"-0,91",3. Low decrease
2020-01-01 00:00:00,Senegal,Kolda,Dioulacolon,"-0,75",3. Low decrease
2020-01-01 00:00:00,Senegal,Kolda,Mampatim,"-0,60",3. Low decrease
2020-01-01 00:00:00,Senegal,Kolda,Saré Bidji,"-0,71",3. Low decrease
2020-01-01 00:00:00,Senegal,Koumpentoum,Bamba Thialène,"-0,72",3. Low decrease
2020-01-01 00:00:00,Senegal,Koumpentoum,Kouthiaba Wolof,"-0,99",3. Low decrease
2020-01-01 00:00:00,Senegal,Koungheul,Ida Mouride,"-0,67",3. Low decrease
2020-01-01 00:00:00,Senegal,Koungheul,Lour Escale,"-0,67",3. Low decrease
2020-01-01 00:00:00,Senegal,Koungheul,Missirah Wadène,"-0,70",3. Low decrease
2020-01-01 00:00:00,Senegal,Linguére,Barkédji,"-1,19",2. High decrease
2020-01-01 00:00:00,Senegal,Linguére,Dodji,"-1,21",2. High decrease
2020-01-01 00:00:00,Senegal,Linguére,Sagatta Djoloff,"-1,18",2. High decrease
2020-01-01 00:00:00,Senegal,Linguére,Yang-Yang,"-1,45",2. High decrease
2020-01-01 00:00:00,Senegal,Louga,Coki,"-1,24",2. High decrease
2020-01-01 00:00:00,Senegal,Louga,Keur Momar Sarr,"-1,45",2. High decrease
2020-01-01 00:00:00,Senegal,Louga,Mbédiène,"-1,33",2. High decrease
2020-01-01 00:00:00,Senegal,Louga,Sakal,"-1,49",2. High decrease
2020-01-01 00:00:00,Senegal,Malem Hodar,Darou Minam 2,"-1,03",2. High decrease
2020-01-01 00:00:00,Senegal,Malem Hodar,Sagna,"-0,71",3. Low decrease
2020-01-01 00:00:00,Senegal,Matam,Agnam Civol,"-1,95",2. High decrease
