date,Country,Moughataa/Department,Commune/Municipality,z_gpp,biomass_category
2022-02-01 00:00:00,Mauritania,Néma,Beribavat,"0,42",4. Low increase
2022-02-01 00:00:00,Mauritania,Néma,El Mabrouk,"0,92",4. Low increase
2022-02-01 00:00:00,Mauritania,Néma,Hassi Atile,"0,67",4. Low increase
2022-02-01 00:00:00,Mauritania,Néma,Jreif,"0,94",4. Low increase
2022-02-01 00:00:00,Mauritania,Néma,Nema,"0,24",4. Low increase
2022-02-01 00:00:00,Mauritania,Néma,Noual,"-0,11",3. Low decrease
2022-02-01 00:00:00,Mauritania,Néma,Oum Avnadech,"0,06",4. Low increase
2022-02-01 00:00:00,Mauritania,Nouadhibou,Boulenouar,"1,40",5. High increase
2022-02-01 00:00:00,Mauritania,Nouadhibou,Inal,"-0,27",3. Low decrease
2022-02-01 00:00:00,Mauritania,Nouadhibou,Nouadhibou,"1,36",5. High increase
2022-02-01 00:00:00,Mauritania,Nouadhibou,Nouamghar,"-0,31",3. Low decrease
2022-02-01 00:00:00,Mauritania,Nouadhibou,Nouamghar,"1,34",5. High increase
2022-02-01 00:00:00,Mauritania,Nouadhibou,Tmeimichat,"-0,25",3. Low decrease
2022-02-01 00:00:00,Mauritania,Nouakchott,Arafat,"-0,29",3. Low decrease
2022-02-01 00:00:00,Mauritania,Nouakchott,Dar Naim,"-0,29",3. Low decrease
2022-02-01 00:00:00,Mauritania,Nouakchott,El Mina,"-0,29",3. Low decrease
2022-02-01 00:00:00,Mauritania,Nouakchott,Ksar,"-0,32",3. Low decrease
2022-02-01 00:00:00,Mauritania,Nouakchott,Ryad,"-0,32",3. Low decrease
2022-02-01 00:00:00,Mauritania,Nouakchott,Sebkha,"-0,32",3. Low decrease
2022-02-01 00:00:00,Mauritania,Nouakchott,Tevragh Zeina,"-0,32",3. Low decrease
2022-02-01 00:00:00,Mauritania,Nouakchott,Teyaret,"-0,32",3. Low decrease
2022-02-01 00:00:00,Mauritania,Nouakchott,Toujounine,"-0,32",3. Low decrease
2022-02-01 00:00:00,Mauritania,Ouadane,Oualata,"-0,19",3. Low decrease
2022-02-01 00:00:00,Mauritania,Ouadane,Oualata 2,"1,34",5. High increase
2022-02-01 00:00:00,Mauritania,Ouad-Naga,Aouleygat,"2,22",6. Very high increase
2022-02-01 00:00:00,Mauritania,Ouad-Naga,El Ariya,"0,61",4. Low increase
2022-02-01 00:00:00,Mauritania,Ouad-Naga,Ouad Naga 2,"1,22",5. High increase
2022-02-01 00:00:00,Mauritania,Ould Yengé,Bouanze,"1,79",5. High increase
2022-02-01 00:00:00,Mauritania,Ould Yengé,Davoue,"1,94",5. High increase
2022-02-01 00:00:00,Mauritania,Ould Yengé,Lebouly,"1,91",5. High increase
2022-02-01 00:00:00,Mauritania,Ould Yengé,Lehraj,"1,05",5. High increase
2022-02-01 00:00:00,Mauritania,Ould Yengé,Leweinat,"1,14",5. High increase
2022-02-01 00:00:00,Mauritania,Ould Yengé,Ould Yenge,"1,13",5. High increase
2022-02-01 00:00:00,Mauritania,Ould Yengé,Tektake,"1,36",5. High increase
2022-02-01 00:00:00,Mauritania,R'Kiz,Bareina,"1,95",5. High increase
2022-02-01 00:00:00,Mauritania,R'Kiz,Boutalhaya,"1,84",5. High increase
2022-02-01 00:00:00,Mauritania,R'Kiz,Lexeiba,"1,92",5. High increase
2022-02-01 00:00:00,Mauritania,R'Kiz,RKiz,"1,82",5. High increase
2022-02-01 00:00:00,Mauritania,R'Kiz,Tekane,"2,06",6. Very high increase
2022-02-01 00:00:00,Mauritania,Rosso,Jedrel Mohguen,"2,03",6. Very high increase
2022-02-01 00:00:00,Mauritania,Rosso,Rosso,"1,95",5. High increase
2022-02-01 00:00:00,Mauritania,Sélibaby,Arr,"1,88",5. High increase
2022-02-01 00:00:00,Mauritania,Sélibaby,Baydiam,"2,29",6. Very high increase
2022-02-01 00:00:00,Mauritania,Sélibaby,Ejar,"2,49",6. Very high increase
2022-02-01 00:00:00,Mauritania,Sélibaby,Ghabou,"2,27",6. Very high increase
2022-02-01 00:00:00,Mauritania,Sélibaby,Gouraye,"2,27",6. Very high increase
2022-02-01 00:00:00,Mauritania,Sélibaby,Hassi Cheggar,"2,44",6. Very high increase
2022-02-01 00:00:00,Mauritania,Sélibaby,Ould M'bonny,"2,18",6. Very high increase
2022-02-01 00:00:00,Mauritania,Sélibaby,Selibaby,"2,48",6. Very high increase
2022-02-01 00:00:00,Mauritania,Sélibaby,Souvi,"2,31",6. Very high increase
2022-02-01 00:00:00,Mauritania,Sélibaby,Tachout,"2,10",6. Very high increase
2022-02-01 00:00:00,Mauritania,Sélibaby,Wompou,"2,15",6. Very high increase
2022-02-01 00:00:00,Mauritania,Tamchakett,Guaet Teidouma,"1,28",5. High increase
2022-02-01 00:00:00,Mauritania,Tamchakett,Mabrouk,"1,19",5. High increase
2022-02-01 00:00:00,Mauritania,Tamchakett,Radhi,"1,07",5. High increase
2022-02-01 00:00:00,Mauritania,Tamchakett,Sava,"1,33",5. High increase
2022-02-01 00:00:00,Mauritania,Tamchakett,Tamchekett,"1,57",5. High increase
2022-02-01 00:00:00,Mauritania,Tichitt,Lekhcheb,"-0,18",3. Low decrease
2022-02-01 00:00:00,Mauritania,Tichitt,Tichitt,"-0,17",3. Low decrease
2022-02-01 00:00:00,Mauritania,Tichitt,Tichitt 2,"-0,17",3. Low decrease
2022-02-01 00:00:00,Mauritania,Tidjikja,Boubacar Ben Amer,"1,76",5. High increase
2022-02-01 00:00:00,Mauritania,Tidjikja,Lehsira,"1,82",5. High increase
2022-02-01 00:00:00,Mauritania,Tidjikja,Tensigh,"1,78",5. High increase
2022-02-01 00:00:00,Mauritania,Tidjikja,Tidjikja 2,"-0,21",3. Low decrease
2022-02-01 00:00:00,Mauritania,Timbédra,Bousteile,"0,14",4. Low increase
2022-02-01 00:00:00,Mauritania,Timbédra,Hassi M'Hadi,"0,05",4. Low increase
2022-02-01 00:00:00,Mauritania,Timbédra,Koumbi Saleh,"0,16",4. Low increase
2022-02-01 00:00:00,Mauritania,Timbédra,Tembedgha,"0,31",4. Low increase
2022-02-01 00:00:00,Mauritania,Timbédra,Touil,"0,07",4. Low increase
2022-02-01 00:00:00,Mauritania,Tintane,Agharghar,"0,62",4. Low increase
2022-02-01 00:00:00,Mauritania,Tintane,Ain Varba,"0,88",4. Low increase
2022-02-01 00:00:00,Mauritania,Tintane,Aweinatt,"0,54",4. Low increase
2022-02-01 00:00:00,Mauritania,Tintane,Devaa,"0,68",4. Low increase
2022-02-01 00:00:00,Mauritania,Tintane,Hassi Abdalla,"0,48",4. Low increase
2022-02-01 00:00:00,Mauritania,Tintane,Lehreijatt,"0,90",4. Low increase
2022-02-01 00:00:00,Mauritania,Tintane,Tintane,"0,40",4. Low increase
2022-02-01 00:00:00,Mauritania,Tintane,Twil,"0,57",4. Low increase
2022-02-01 00:00:00,Mauritania,Zouérate,Zoueirat,"0,68",4. Low increase
2022-02-01 00:00:00,Senegal,Bakel,Bélé,"2,69",6. Very high increase
2022-02-01 00:00:00,Senegal,Bakel,Kéniéba,"2,64",6. Very high increase
2022-02-01 00:00:00,Senegal,Bakel,Moudéry,"2,42",6. Very high increase
2022-02-01 00:00:00,Senegal,Bambey,Baba Garage,"2,39",6. Very high increase
2022-02-01 00:00:00,Senegal,Bambey,Lambaye,"2,56",6. Very high increase
2022-02-01 00:00:00,Senegal,Bambey,Ngoye,"2,57",6. Very high increase
2022-02-01 00:00:00,Senegal,Bignona,Kataba 1,"2,03",6. Very high increase
2022-02-01 00:00:00,Senegal,Bignona,Sindian,"2,88",6. Very high increase
2022-02-01 00:00:00,Senegal,Bignona,Tendouck,"2,50",6. Very high increase
2022-02-01 00:00:00,Senegal,Bignona,Tenghory,"2,83",6. Very high increase
2022-02-01 00:00:00,Senegal,Birkelane,Keur Mboucki,"2,85",6. Very high increase
2022-02-01 00:00:00,Senegal,Birkelane,Mabo,"2,88",6. Very high increase
2022-02-01 00:00:00,Senegal,Bounkiling,Boghal,"2,94",6. Very high increase
2022-02-01 00:00:00,Senegal,Bounkiling,Bona,"2,94",6. Very high increase
2022-02-01 00:00:00,Senegal,Bounkiling,Diaroumé,"2,96",6. Very high increase
2022-02-01 00:00:00,Senegal,Dagana,Mbane,"2,14",6. Very high increase
2022-02-01 00:00:00,Senegal,Dagana,Ndiaye,"1,74",5. High increase
2022-02-01 00:00:00,Senegal,Diourbel,Ndindy,"2,64",6. Very high increase
2022-02-01 00:00:00,Senegal,Diourbel,Ndoulo,"2,76",6. Very high increase
2022-02-01 00:00:00,Senegal,d'Oussouye,Kabrousse,"1,43",5. High increase
2022-02-01 00:00:00,Senegal,d'Oussouye,Loudia Ouoloff,"1,52",5. High increase
2022-02-01 00:00:00,Senegal,Fatick,Diakhao,"2,73",6. Very high increase
2022-02-01 00:00:00,Senegal,Fatick,Fimela,"1,85",5. High increase
2022-02-01 00:00:00,Senegal,Fatick,Niakhar,"2,70",6. Very high increase
2022-02-01 00:00:00,Senegal,Fatick,Tattaguine,"2,52",6. Very high increase
2022-02-01 00:00:00,Senegal,Foundiougne,Djilor,"2,50",6. Very high increase
2022-02-01 00:00:00,Senegal,Foundiougne,Niodior,"1,15",5. High increase
2022-02-01 00:00:00,Senegal,Foundiougne,Toubacouta,"2,31",6. Very high increase
2022-02-01 00:00:00,Senegal,Gossas,Colobane,"2,79",6. Very high increase
2022-02-01 00:00:00,Senegal,Gossas,Ouadiour,"2,74",6. Very high increase
2022-02-01 00:00:00,Senegal,Goudiry,Bala,"2,82",6. Very high increase
2022-02-01 00:00:00,Senegal,Goudiry,Boynguel Bamba,"2,57",6. Very high increase
2022-02-01 00:00:00,Senegal,Goudiry,Dianké Makha,"2,76",6. Very high increase
2022-02-01 00:00:00,Senegal,Goudiry,Koulor,"2,84",6. Very high increase
2022-02-01 00:00:00,Senegal,Goudomp,Djibanar,"2,59",6. Very high increase
2022-02-01 00:00:00,Senegal,Goudomp,Karantaba,"2,92",6. Very high increase
2022-02-01 00:00:00,Senegal,Goudomp,Simbandi Brassou,"2,78",6. Very high increase
2022-02-01 00:00:00,Senegal,Guediawaye,Wakhinane Nimzatt,"0,76",4. Low increase
2022-02-01 00:00:00,Senegal,Guinguinéo,Mbadakhoune,"2,81",6. Very high increase
2022-02-01 00:00:00,Senegal,Guinguinéo,Nguélou,"2,80",6. Very high increase
2022-02-01 00:00:00,Senegal,Kaffrine,Gniby,"2,84",6. Very high increase
2022-02-01 00:00:00,Senegal,Kaffrine,Katakel,"2,93",6. Very high increase
2022-02-01 00:00:00,Senegal,Kanel,Orkadiere,"2,56",6. Very high increase
2022-02-01 00:00:00,Senegal,Kanel,Wouro Sidy,"2,61",6. Very high increase
2022-02-01 00:00:00,Senegal,Kaolack,Koumbal,"2,83",6. Very high increase
2022-02-01 00:00:00,Senegal,Kaolack,Ndiédieng,"2,65",6. Very high increase
2022-02-01 00:00:00,Senegal,Kaolack,Sibassor,"2,73",6. Very high increase
2022-02-01 00:00:00,Senegal,Kebémer,Darou Mousty,"2,49",6. Very high increase
2022-02-01 00:00:00,Senegal,Kebémer,Ndande,"1,31",5. High increase
2022-02-01 00:00:00,Senegal,Kebémer,Sagatta Gueth,"2,17",6. Very high increase
2022-02-01 00:00:00,Senegal,Kédougou,Bandafassi,"2,92",6. Very high increase
2022-02-01 00:00:00,Senegal,Kédougou,Fongolembi,"2,73",6. Very high increase
2022-02-01 00:00:00,Senegal,Keur Massar,Jaxaay,"0,49",4. Low increase
2022-02-01 00:00:00,Senegal,Keur Massar,Malika,"0,84",4. Low increase
2022-02-01 00:00:00,Senegal,Keur Massar,Yeumbeul,"0,62",4. Low increase
2022-02-01 00:00:00,Senegal,Kolda,Dioulacolon,"2,96",6. Very high increase
2022-02-01 00:00:00,Senegal,Kolda,Mampatim,"2,99",6. Very high increase
2022-02-01 00:00:00,Senegal,Kolda,Saré Bidji,"2,98",6. Very high increase
2022-02-01 00:00:00,Senegal,Koumpentoum,Bamba Thialène,"2,98",6. Very high increase
2022-02-01 00:00:00,Senegal,Koumpentoum,Kouthiaba Wolof,"2,90",6. Very high increase
2022-02-01 00:00:00,Senegal,Koungheul,Ida Mouride,"2,97",6. Very high increase
2022-02-01 00:00:00,Senegal,Koungheul,Lour Escale,"2,96",6. Very high increase
2022-02-01 00:00:00,Senegal,Koungheul,Missirah Wadène,"2,95",6. Very high increase
2022-02-01 00:00:00,Senegal,Linguére,Barkédji,"2,73",6. Very high increase
2022-02-01 00:00:00,Senegal,Linguére,Dodji,"2,56",6. Very high increase
2022-02-01 00:00:00,Senegal,Linguére,Sagatta Djoloff,"2,49",6. Very high increase
2022-02-01 00:00:00,Senegal,Linguére,Yang-Yang,"2,41",6. Very high increase
2022-02-01 00:00:00,Senegal,Louga,Coki,"2,33",6. Very high increase
2022-02-01 00:00:00,Senegal,Louga,Keur Momar Sarr,"2,31",6. Very high increase
2022-02-01 00:00:00,Senegal,Louga,Mbédiène,"2,11",6. Very high increase
2022-02-01 00:00:00,Senegal,Louga,Sakal,"1,69",5. High increase
2022-02-01 00:00:00,Senegal,Malem Hodar,Darou Minam 2,"2,80",6. Very high increase
2022-02-01 00:00:00,Senegal,Malem Hodar,Sagna,"2,95",6. Very high increase
2022-02-01 00:00:00,Senegal,Matam,Agnam Civol,"1,89",5. High increase
2022-02-01 00:00:00,Senegal,Matam,Ogo,"1,98",5. High increase
2022-02-01 00:00:00,Senegal,Mbacké,Kael,"2,85",6. Very high increase
2022-02-01 00:00:00,Senegal,Mbacké,Ndame,"2,65",6. Very high increase
2022-02-01 00:00:00,Senegal,Mbacké,Taïf,"2,69",6. Very high increase
2022-02-01 00:00:00,Senegal,M'bour,Fissel,"2,16",6. Very high increase
2022-02-01 00:00:00,Senegal,M'bour,Séssène,"1,78",5. High increase
2022-02-01 00:00:00,Senegal,M'bour,Sindia,"1,63",5. High increase
2022-02-01 00:00:00,Senegal,Médina Yoro Foulah,Fafacourou,"2,99",6. Very high increase
2022-02-01 00:00:00,Senegal,Médina Yoro Foulah,Ndorna,"2,98",6. Very high increase
2022-02-01 00:00:00,Senegal,Médina Yoro Foulah,Niaming,"2,96",6. Very high increase
2022-02-01 00:00:00,Senegal,Nioro du Rip,Médina Sabakh,"2,85",6. Very high increase
2022-02-01 00:00:00,Senegal,Nioro du Rip,Paoskoto,"2,83",6. Very high increase
2022-02-01 00:00:00,Senegal,Nioro du Rip,Wack Ngouna,"2,58",6. Very high increase
2022-02-01 00:00:00,Senegal,Pikine,Pikine-Dagoudane,"0,69",4. Low increase
2022-02-01 00:00:00,Senegal,Pikine,Thiaroye,"0,60",4. Low increase
2022-02-01 00:00:00,Senegal,Podor,Cas-Cas,"2,11",6. Very high increase
2022-02-01 00:00:00,Senegal,Podor,Gamadji Saré,"2,25",6. Very high increase
2022-02-01 00:00:00,Senegal,Podor,Saldé,"2,19",6. Very high increase
2022-02-01 00:00:00,Senegal,Podor,Thillé Boubacar,"2,09",6. Very high increase
2022-02-01 00:00:00,Senegal,Ranérou-Ferlo,Vélingara,"2,73",6. Very high increase
2022-02-01 00:00:00,Senegal,Rufisque,Bambylor,"1,05",5. High increase
2022-02-01 00:00:00,Senegal,Rufisque,Diamniadio,"1,29",5. High increase
2022-02-01 00:00:00,Senegal,Rufisque,Rufisque,"0,65",4. Low increase
2022-02-01 00:00:00,Senegal,Rufisque,Sangalkam,"1,16",5. High increase
2022-02-01 00:00:00,Senegal,Saint-Louis,Rao,"1,59",5. High increase
2022-02-01 00:00:00,Senegal,Salemata,Dakateli,"2,95",6. Very high increase
2022-02-01 00:00:00,Senegal,Salemata,Dar Salam,"2,97",6. Very high increase
2022-02-01 00:00:00,Senegal,Saraya,Bembou,"2,77",6. Very high increase
2022-02-01 00:00:00,Senegal,Saraya,Sabodala,"2,64",6. Very high increase
2022-02-01 00:00:00,Senegal,Sédhiou,Diendé,"2,95",6. Very high increase
2022-02-01 00:00:00,Senegal,Sédhiou,Djibabouya,"2,88",6. Very high increase
2022-02-01 00:00:00,Senegal,Sédhiou,Djiredji,"2,72",6. Very high increase
2022-02-01 00:00:00,Senegal,Tambacouda,Koussanar,"2,91",6. Very high increase
2022-02-01 00:00:00,Senegal,Tambacouda,Makacolibantang,"2,95",6. Very high increase
2022-02-01 00:00:00,Senegal,Tambacouda,Missirah,"2,96",6. Very high increase
2022-02-01 00:00:00,Senegal,Thiés,Keur Moussa,"1,63",5. High increase
2022-02-01 00:00:00,Senegal,Thiés,Ndiéyené Sirah,"2,23",6. Very high increase
2022-02-01 00:00:00,Senegal,Thiés,Ngoudiane,"1,98",5. High increase
2022-02-01 00:00:00,Senegal,Thiés,Notto,"1,89",5. High increase
2022-02-01 00:00:00,Senegal,Thiés,Thiénaba,"1,75",5. High increase
2022-02-01 00:00:00,Senegal,Thiés,Touba Toul,"2,11",6. Very high increase
2022-02-01 00:00:00,Senegal,Tivaouane,Méouane,"1,44",5. High increase
2022-02-01 00:00:00,Senegal,Tivaouane,Mérina Dakhar,"2,18",6. Very high increase
2022-02-01 00:00:00,Senegal,Tivaouane,Niakhène,"2,38",6. Very high increase
2022-02-01 00:00:00,Senegal,Tivaouane,Pambal,"1,83",5. High increase
2022-02-01 00:00:00,Senegal,Vélingara,Bonconto,"2,99",6. Very high increase
2022-02-01 00:00:00,Senegal,Vélingara,Pakour,"3,00",6. Very high increase
2022-02-01 00:00:00,Senegal,Vélingara,Saré Coly Sallé,"2,99",6. Very high increase
2022-02-01 00:00:00,Senegal,Ziguinchor,Niaguis,"2,80",6. Very high increase
2022-02-01 00:00:00,Senegal,Ziguinchor,Nyassia,"2,66",6. Very high increase
2022-03-01 00:00:00,Mauritania,Aioun,Aioun,"2,42",6. Very high increase
2022-03-01 00:00:00,Mauritania,Aioun,Bennemane,"2,64",6. Very high increase
2022-03-01 00:00:00,Mauritania,Aioun,Doueirare,"2,34",6. Very high increase
2022-03-01 00:00:00,Mauritania,Aioun,Egjert,"2,79",6. Very high increase
2022-03-01 00:00:00,Mauritania,Aioun,N'Savenni,"2,92",6. Very high increase
2022-03-01 00:00:00,Mauritania,Aioun,Oum Lahyadh,"2,97",6. Very high increase
2022-03-01 00:00:00,Mauritania,Aioun,Tinhemmad,"2,63",6. Very high increase
2022-03-01 00:00:00,Mauritania,Akjoujt,Akjoujt,"-0,23",3. Low decrease
2022-03-01 00:00:00,Mauritania,Akjoujt,Akjoujt 2,"-0,24",3. Low decrease
2022-03-01 00:00:00,Mauritania,Akjoujt,Bennechab,"-0,25",3. Low decrease
2022-03-01 00:00:00,Mauritania,Aleg,Agchourguit,"2,73",6. Very high increase
2022-03-01 00:00:00,Mauritania,Aleg,Aleg,"2,25",6. Very high increase
2022-03-01 00:00:00,Mauritania,Aleg,Bouhdide,"2,32",6. Very high increase
2022-03-01 00:00:00,Mauritania,Aleg,Cheggar,"2,74",6. Very high increase
2022-03-01 00:00:00,Mauritania,Aleg,Djellewar,"2,87",6. Very high increase
2022-03-01 00:00:00,Mauritania,Aleg,Male,"2,76",6. Very high increase
2022-03-01 00:00:00,Mauritania,Amourj,Adel Bagrou,"3,00",6. Very high increase
2022-03-01 00:00:00,Mauritania,Amourj,Amourj,"2,98",6. Very high increase
2022-03-01 00:00:00,Mauritania,Amourj,Bougadoum,"3,00",6. Very high increase
2022-03-01 00:00:00,Mauritania,Aoujeft,Aoujeft,"2,70",6. Very high increase
2022-03-01 00:00:00,Mauritania,Aoujeft,Aoujeft 2,"-0,21",3. Low decrease
2022-03-01 00:00:00,Mauritania,Aoujeft,El Meddah,"-0,22",3. Low decrease
2022-03-01 00:00:00,Mauritania,Aoujeft,Maeden,"-0,22",3. Low decrease
2022-03-01 00:00:00,Mauritania,Aoujeft,N'Teirguent,"-0,18",3. Low decrease
2022-03-01 00:00:00,Mauritania,Atar,Ain Ehel Taya,"-0,23",3. Low decrease
2022-03-01 00:00:00,Mauritania,Atar,Atar,"-0,23",3. Low decrease
2022-03-01 00:00:00,Mauritania,Atar,Choum,"-0,24",3. Low decrease
2022-03-01 00:00:00,Mauritania,Atar,Tawaz,"-0,23",3. Low decrease
2022-03-01 00:00:00,Mauritania,Bababé,Aere M'bar,"2,32",6. Very high increase
2022-03-01 00:00:00,Mauritania,Bababé,Bababe,"2,73",6. Very high increase
2022-03-01 00:00:00,Mauritania,Bababé,El Varae,"2,46",6. Very high increase
2022-03-01 00:00:00,Mauritania,Barkéol,Barkeol,"2,89",6. Very high increase
2022-03-01 00:00:00,Mauritania,Barkéol,Boulahrath,"2,89",6. Very high increase
2022-03-01 00:00:00,Mauritania,Barkéol,Daghveg,"2,86",6. Very high increase
2022-03-01 00:00:00,Mauritania,Barkéol,El Ghabra,"2,85",6. Very high increase
2022-03-01 00:00:00,Mauritania,Barkéol,Gueller,"2,89",6. Very high increase
2022-03-01 00:00:00,Mauritania,Barkéol,Laoueissi,"2,96",6. Very high increase
2022-03-01 00:00:00,Mauritania,Barkéol,Lebheir,"2,96",6. Very high increase
2022-03-01 00:00:00,Mauritania,Barkéol,Rdheidhie,"2,81",6. Very high increase
2022-03-01 00:00:00,Mauritania,Bassikounou,Bassikounou,"2,99",6. Very high increase
2022-03-01 00:00:00,Mauritania,Bassikounou,Dhar,"2,98",6. Very high increase
2022-03-01 00:00:00,Mauritania,Bassikounou,El Megve,"2,99",6. Very high increase
2022-03-01 00:00:00,Mauritania,Bassikounou,Fassala,"3,00",6. Very high increase
2022-03-01 00:00:00,Mauritania,Bir Moghrein,Bir Mogrein,"-0,32",3. Low decrease
2022-03-01 00:00:00,Mauritania,Bir Moghrein,Bir Mogrein 2,"-0,26",3. Low decrease
2022-03-01 00:00:00,Mauritania,Boghé,Boghe,"2,30",6. Very high increase
2022-03-01 00:00:00,Mauritania,Boghé,Boghe 2,"2,32",6. Very high increase
2022-03-01 00:00:00,Mauritania,Boghé,Dar El Avia,"2,30",6. Very high increase
2022-03-01 00:00:00,Mauritania,Boghé,Dar El Barka,"2,26",6. Very high increase
2022-03-01 00:00:00,Mauritania,Boghé,Wel Birem,"2,29",6. Very high increase
2022-03-01 00:00:00,Mauritania,Boumdeid,Boumdeid,"2,92",6. Very high increase
2022-03-01 00:00:00,Mauritania,Boumdeid,Boumdeid 2,"-0,18",3. Low decrease
2022-03-01 00:00:00,Mauritania,Boumdeid,Hsey Tine,"2,80",6. Very high increase
2022-03-01 00:00:00,Mauritania,Boumdeid,Leftah,"2,86",6. Very high increase
2022-03-01 00:00:00,Mauritania,Boutilimit,Ajweir,"2,75",6. Very high increase
2022-03-01 00:00:00,Mauritania,Boutilimit,Boutilimit,"-0,28",3. Low decrease
2022-03-01 00:00:00,Mauritania,Boutilimit,Boutilimit 2,"-0,20",3. Low decrease
2022-03-01 00:00:00,Mauritania,Boutilimit,El Mouyessar,"-0,27",3. Low decrease
2022-03-01 00:00:00,Mauritania,Boutilimit,Elb Adress,"2,43",6. Very high increase
2022-03-01 00:00:00,Mauritania,Boutilimit,Nebaghiye,"2,13",6. Very high increase
2022-03-01 00:00:00,Mauritania,Boutilimit,N'Teichet,"2,66",6. Very high increase
2022-03-01 00:00:00,Mauritania,Boutilimit,Tenghadej,"-0,29",3. Low decrease
2022-03-01 00:00:00,Mauritania,Chinguetti,Ain Savra,"-0,19",3. Low decrease
2022-03-01 00:00:00,Mauritania,Chinguetti,Chinguity,"-0,23",3. Low decrease
2022-03-01 00:00:00,Mauritania,Chinguetti,Chinguity 3,"-0,20",3. Low decrease
2022-03-01 00:00:00,Mauritania,Chinguetti,Ouadane,"-0,22",3. Low decrease
2022-03-01 00:00:00,Mauritania,Chinguetti,Ouadane 2,"2,18",6. Very high increase
2022-03-01 00:00:00,Mauritania,Djiguenni,Aoueinat Ezbel,"2,87",6. Very high increase
2022-03-01 00:00:00,Mauritania,Djiguenni,Beneamane,"2,99",6. Very high increase
2022-03-01 00:00:00,Mauritania,Djiguenni,Djigueni,"2,99",6. Very high increase
2022-03-01 00:00:00,Mauritania,Djiguenni,Feirenni,"2,99",6. Very high increase
2022-03-01 00:00:00,Mauritania,Djiguenni,Ghlig Ehel Beye,"2,97",6. Very high increase
2022-03-01 00:00:00,Mauritania,Djiguenni,Kasr El Barka,"3,00",6. Very high increase
2022-03-01 00:00:00,Mauritania,Djiguenni,Mabrouk,"2,97",6. Very high increase
2022-03-01 00:00:00,Mauritania,F'Dérik,Fderik,"-0,27",3. Low decrease
2022-03-01 00:00:00,Mauritania,F'Dérik,Fderik 2,"1,52",5. High increase
2022-03-01 00:00:00,Mauritania,Guérou,El Ghayra,"2,78",6. Very high increase
2022-03-01 00:00:00,Mauritania,Guérou,Guerou,"1,67",5. High increase
2022-03-01 00:00:00,Mauritania,Guérou,Guerrou 2,"2,39",6. Very high increase
2022-03-01 00:00:00,Mauritania,Guérou,Kamour,"2,85",6. Very high increase
2022-03-01 00:00:00,Mauritania,Guérou,Oudei J'rid,"2,93",6. Very high increase
2022-03-01 00:00:00,Mauritania,Kaédi,Djewol,"2,29",6. Very high increase
2022-03-01 00:00:00,Mauritania,Kaédi,Ganki,"2,17",6. Very high increase
2022-03-01 00:00:00,Mauritania,Kaédi,Kaedi,"2,47",6. Very high increase
2022-03-01 00:00:00,Mauritania,Kaédi,Lexeiba,"2,56",6. Very high increase
2022-03-01 00:00:00,Mauritania,Kaédi,Nere Walo,"2,77",6. Very high increase
2022-03-01 00:00:00,Mauritania,Kaédi,Tifonde Cive,"2,64",6. Very high increase
2022-03-01 00:00:00,Mauritania,Kaédi,Toghomadi,"2,56",6. Very high increase
2022-03-01 00:00:00,Mauritania,Kankossa,Blajmil,"2,77",6. Very high increase
2022-03-01 00:00:00,Mauritania,Kankossa,Hamed,"2,89",6. Very high increase
2022-03-01 00:00:00,Mauritania,Kankossa,Kankossa,"2,66",6. Very high increase
2022-03-01 00:00:00,Mauritania,Kankossa,Sani,"2,46",6. Very high increase
2022-03-01 00:00:00,Mauritania,Kankossa,Tenaha,"3,00",6. Very high increase
2022-03-01 00:00:00,Mauritania,Keur-Macéne,Keur Macene,"1,18",5. High increase
2022-03-01 00:00:00,Mauritania,Keur-Macéne,M'Balal,"1,03",5. High increase
2022-03-01 00:00:00,Mauritania,Keur-Macéne,N'Diago,"0,96",4. Low increase
2022-03-01 00:00:00,Mauritania,Kiffa,Eghaourat,"2,57",6. Very high increase
2022-03-01 00:00:00,Mauritania,Kiffa,El Melgue,"2,49",6. Very high increase
2022-03-01 00:00:00,Mauritania,Kiffa,Kiffa,"2,25",6. Very high increase
2022-03-01 00:00:00,Mauritania,Kiffa,Kouroudjel,"2,30",6. Very high increase
2022-03-01 00:00:00,Mauritania,Kiffa,Legrane,"1,98",5. High increase
2022-03-01 00:00:00,Mauritania,Kiffa,Nouamlein,"2,95",6. Very high increase
2022-03-01 00:00:00,Mauritania,Kobenni,Gogui Zemmal,"2,99",6. Very high increase
2022-03-01 00:00:00,Mauritania,Kobenni,Hassi Ehel Ahmed Bechne,"2,93",6. Very high increase
2022-03-01 00:00:00,Mauritania,Kobenni,Kobenni,"2,97",6. Very high increase
2022-03-01 00:00:00,Mauritania,Kobenni,Leghlig,"3,00",6. Very high increase
2022-03-01 00:00:00,Mauritania,Kobenni,Medbougou,"2,99",6. Very high increase
2022-03-01 00:00:00,Mauritania,Kobenni,Timzine,"2,87",6. Very high increase
2022-03-01 00:00:00,Mauritania,Kobenni,Voulaniya,"2,99",6. Very high increase
2022-03-01 00:00:00,Mauritania,Maghama,Beilouguet Litam,"2,72",6. Very high increase
2022-03-01 00:00:00,Mauritania,Maghama,Dao,"2,74",6. Very high increase
2022-03-01 00:00:00,Mauritania,Maghama,Dolol Cive,"2,80",6. Very high increase
2022-03-01 00:00:00,Mauritania,Maghama,Maghama,"2,83",6. Very high increase
